huc12,HUC12_Name
031300120303,Muddy Branch-Chipola River
031300120304,Carters Mill Branch
031300120305,Merritts Millpond
031300120401,Stump Creek
031300120402,Sapp Bay
031300120403,Foxworth Mill Creek
031300120404,Upper Dry Creek-Chipola River
031300120405,Lower Dry Creek-Chipola River
031300120406,Douglas Pond
031300120407,Rocky Creek-Chipola River
031300120408,Mill Creek-Chipola River
031300120501,Upper Tenmile Creek
031300120502,Lower Tenmile Creek
031300120503,Fourmile Creek-Chipola River
031300120504,Juniper Creek-Chipola River
031300120505,Davis Creek
031300120601,Old Camp Four Swamp
031300120602,Cypress Creek-Dead Lakes
031300120603,Upper Dead Lakes
031300120604,West Arm of Dead Lakes
031300120605,Lower Dead Lakes
031300120606,Douglas Slough
031300130101,Washington Bay
031300130102,Bay Creek-New River
031300130103,Lindsay Bay
031300130201,West Prong of New River
031300130202,Cat Branch-New River
031300130203,Mud Swamp-New River
031300130301,Thousand Yard Bay
031300130302,Lower Crooked River
031300130401,Upper Juniper Creek-New River
031300130402,Lower Juniper Creek-New River
031300130403,Gator Creek-New River
031300130404,Cat Creek
031300130405,Carabelle River
031300130406,Alligator Harbor
031300130501,North Tates  Hell Swamp
031300130502,Whiskey George Creek
031300130503,Tates Hell Swamp-Cash Creek
031300130504,Blounts Bay Frontal
031300130600,Turkey Point-Gulf of Mexico
031300140100,St. George Sound
031300140200,Apalachicola Bay
031300140300,Cape Saint George Shoal-Gulf of Mexico
031401010101,Compass Lake
031401010102,Sweetwater Creek-Ecofina Creek
031401010201,Blue Springs-Ecofina Creek
031401010202,Cat Creek-Ecofina Creek
031401010301,Upper Bear Creek-Ecofina Creek
031401010302,Middle Bear Creek-Ecofina Creek
031401010303,Little Bear Creek
031401010304,Lower Bear Creek-Ecofina Creek
031401010401,White Oak Creek
031401010402,Porter Lake
031401010501,River Lake
031401010502,Cedar Creek-Deer Point Lake
031401010503,George Creek
031401010504,Bayou George
031401010505,Deer Point Lake
031401010601,Little Burnt Mill Creek
031401010602,Burnt Mill Creek-Doyle Bayou Frontal
031401010603,Crooked Creek-West Bay
031401010604,Fannin Bayou-Warren Bayou Frontal
031401010701,Wetappo Creek
031401010702,Cerser Swamp
031401010703,Eagle Nest Bayou-Wetappo Creek Frontal
031401010704,Harrison Swamp-Intercoastal Waterway Frontal
031401010705,Walker Bayou-Fred Bayou Frontal
031401010706,St. Joseph Bay
031401010801,Upper Sandy Creek-East Bay
031401010802,Little Sandy Creek
031401010803,Lower Sandy Creek-East Bay
031401010901,Mill Bayou-Watsons Bayou Frontal
031401010902,Pitts Bayou-Lairds Bayou Frontal
031401010903,California Bayou-Richard Bayou Frontal
031401011001,Peach Creek
031401011002,Intercoastal Waterway-West Bay
031401011003,Alligator Bayou-Botheration Bay Frontal
031401011004,Eastern Lake-Phillips Inlet Frontal
031401011100,St. Andrews Bay
031401011200,Bell Shoal-Gulf of Mexico
031401020101,Magnolia Creek
031401020102,Lafayette Creek-Fourmile Creek
031401020103,Layfayette Creek Frontal
031401020201,Upper Alaqua Creek
031401020202,Middle Alaqua Creek
031401020203,Little Alaqua Creek
031401020204,Lower Alaqua Creek
031401020205,Alaqua Bayou
031401020301,Basin Bayou
031401020302,Pippin Lake-Trout Creek Frontal
031401020401,McQuage Bayou-Mack Bayou Frontal
031401020402,Destin Harbor-Alligator Lake Frontal
031401020501,Exline Creek
031401020502,Painter Head Branch
031401020503,Little Rocky Creek
031401020504,Lower Rocky Creek-Rocky Bayou
031401020505,Rocky Bayou
031401020601,Juniper Creek-Lower Turkey Creek
031401020602,Parrish Creek-Upper Turkey Creek
031401020603,Lower Turkey Creek-Boggy Bayou
031401020604,Boggy Bayou-Choctawhatchee Bay
031401020701,Lightwood Knot Creek
031401020702,Garnier Bayou-Cinco Bayou Frontal
031401020800,Choctawhatchee Bay
031401020900,Choctawatchee Bay Entrance-Gulf of Mexico
031401030402,Big Creek-Yellow River
031401030403,Big Horse Creek-Yellow River
031401030404,Deadfall Creek-Yellow River
031401030405,Gum Creek-Yellow River
031401030406,Baggett Creek-Yellow River
031401030501,Big Swamp Creek
031401030502,Kings Lake
031401030503,Turkey Creek-Shoal River
031401030504,Bottle Branch-Shoal River
031401030601,Fleming Creek-Pond Creek
031401030602,Horsehead Creek
031401030603,Pine Log Creek
031401030604,Long Creek
031401030605,Juniper Creek-Pond Creek
031401030701,Poverty Creek-Shoal River
031401030702,Upper Titi Creek
031401030703,Lower Titi Creek
031401030704,Mill Creek-Shoal River
031401030705,Turkey Hen Creek-Shoal River
031401030801,Turkey Gobbler Creek-Yellow River
031401030802,Metts Creek-Yellow River
031401030803,Milligan Creek-Yellow Creek
031401030804,Burnt Grocery Creek-Yellow River
031401030805,Boiling Creek
031401030806,Weaver Creek-Yellow River Frontal Pensacola Bay
031401040104,Middle Creek
031401040105,Rock Creek
031401040201,Narrows Creek-Panther Creek
031401040202,Bullpen Branch
031401040203,Beaver Creek
031401040204,Penny Creek
031401040205,Ninemile Creek-Blackwater River
031401040301,Upper Sweetwater Creek
031401040302,Lower Sweetwater Creek
031401040303,Upper Big Juniper Creek
031401040304,Lower Big Juniper Creek
031401040401,Upper East Fork Big Coldwater Creek
031401040402,Dixon Creek
031401040403,Lower East Fork of Big Coldwater Creek
031401040404,Upper West Fork Big Coldwater Creek
031401040405,Lower West Fork Big Coldwater Creek
031401040406,Big Coldwater Creek
031401040501,Upper Pond Creek-Blackwater River
031401040502,Lower Pond Creek-Blackwater River
031401040503,Wright Basin
031401050101,Turtle Creek
031401050102,Live Oak Creek
031401050103,Upper East Bay River
031401050104,Middle East Bay River
031401050105,Lower East Bay River
031401050201,Fundy Bayou-Dean Creek Frontal
031401050202,Tom King Bayou-Butcher Pen Cove Frontal
031401050203,Williams Creek-Oriole Beach Frontal
031401050204,Santa Rosa Sound Frontal
031401050205,Santa Rosa Island
031401050301,Pace Mill Creek-Mulatto Bayou Frontal
031401050302,Pelican Bayou-Jakes Bayou Frontal
031401050303,Indian Bayou-Basin Bayou Frontal
031401050401,Graveyard Branch-Bayou Texar Frontal
031401050402,Bayou Cico-Bayou Garcon Frontal
031401050500,Pensacola Bay
031401060103,Hurricane Creek-Perdido River
031401060104,Thompson Branch-Perdido River
031401060302,Middle Brushy Creek
031401060303,Lower Brushy Creek
031401060401,Snowden Branch-Perdido River
031401060402,Nelson Branch-Perdido River
031401060403,Loggerhead Creek-Perdido River
031401060701,Clear Springs Church-Perdido River
031401060702,Rices Branch-Perdido River
031401060703,Caney Bayou-Perdido River
031401070101,Elevenmile Creek
031401070102,Bayou Marcus
031401070103,Bridge Creek-Perdido Bay
031401070104,Palmetto Creek-Perdido Bay
031401070204,Perdido Pass-Frontal Gulf of Mexico
031402020801,Upper Eightmile Creek
031402020803,Lower Eightmile Creek
031402020901,Gin Creek-Pea River
031402020902,Chestnut Creek
031402020903,Limestone Creek
031402020904,Hurricane Creek-Pea River
031402030104,Parrot Creek
031402030105,East Pittman Creek-Choctawhatchee River
031402030201,Upper Wrights Creek
031402030202,Middle Wrights Creek
031402030203,Tenmile Creek
031402030204,Lower Wrights Creek
031402030301,West Pittman Creek
031402030302,Hickory Tree Flat Slough
031402030401,Upper Sandy Creek
031402030402,Juniper Lake-Sandy Creek
031402030403,Middle Sandy Creek
031402030404,Blue Creek
031402030405,Lower Sandy Creek
031402030501,Upper Bruce Creek
031402030502,Lower Bruce Creek
031402030601,Pate Lake
031402030602,Ice Pond
031402030603,Morrison Spring Run
031402030604,Carlisle Lake
031402030701,Big Branch-Holmes Creek
031402030702,Double Spring Bay
031402030703,Gum Creek-Holmes Creek
031402030704,Little Scurlock Creek
031402030705,Alligator Creek-Holmes Creek
031402030801,Open Creek
031402030802,Upper Hard Labor Creek
031402030803,Lower Hard Labor Creek
031402030804,Reedy Branch-Holmes Creek
031402030805,Cypress Creek-Holmes Creek
031402030901,Pippin Creek
031402030902,Chapel Branch
031402030903,Boynton Cutoff
031402030904,Big Cypress Creek-Choctawhatchee River
031402031001,Pine Log Swamp
031402031002,Bear Bay
031402031003,Pine Log Creek
031402031101,Black Creek-Mitchell River
031402031102,East River-Choctawhatchee River
031402031103,Mitchell River-Choctawhatchee River Frontal
031403040505,Mayo Mill Creek
031403040506,Lindsey Creek
031403040605,Little Escambia Creek
031403050302,Big Escambia Creek-Escambia River
031403050401,Canoe Creek
031403050402,Hobbs Branch
031403050403,Chumukla Springs
031403050404,Moore Creek
031403050501,Sandy Hollow-Pine Barren Creek
031403050502,Little Pine Barren Creek
031403050503,Delaney River
031403050601,Quintette Lake
031403050602,White River
031501010101,Headwaters Conasuaga River
031501010102,Jacks River
031501010103,Ball Play Creek-Conasauga River
031501010105,Perry Creek-Conasuaga River
031501010106,Sugar Creek
031501010201,Upper Sumac Creek
031501010202,North Prong Sumac Creek
031501010203,Lower Sumac Creek
031501010204,Hampton Island-Conasauga River
031501010205,Spring Creek
031501010206,Upper Mill Creek
031501010207,Middle Mill Creek
031501010208,Pinhook Creek
031501010209,Lower Mill Creek
031501010210,Town Branch
031501010211,Moody Branch-Conasauga River
031501010301,Coahulla Creek Headwaters
031501010302,Mills Creek
031501010303,Coahulla Creek
031501010304,Kenyon Creek-Coahulla Creek
031501010305,Upper Mill Creek
031501010306,Lower Mill Creek
031501010307,Bates Branch-Coahulla Creek
031501010401,Emery Creek-Holly Creek
031501010402,Mill Creek-Holly Creek
031501010403,Goldmine Branch-Holly Creek
031501010404,Chicken Creek
031501010405,Rock Creek
031501010406,Bullpen Branch-Holly Creek
031501010501,Drowning Bear Creek
031501010502,Swamp Creek
031501010503,Polecat Creek
031501010504,Jobs Creek-Conasauga River
031501020101,Tickanetley Creek
031501020102,Anderson Creek
031501020103,Stover Creek
031501020104,Licklog Creek-Cartecay River
031501020105,Turkey Creek-Clear Creek
031501020106,Owltown Creek-Cartecay River
031501020201,Rock Creek-Ellijay River
031501020202,Rock Creek
031501020203,Boardtown Creek
031501020204,Turniptown Creek-Ellijay River
031501020205,Kells Creek-Ellijay River
031501020301,Upper Mountaintown Creek
031501020302,East Mountaintown Creek
031501020303,Conasauga Creek
031501020304,Davis Creek
031501020305,Lower Mountaintown Creek
031501020401,Town of Webb-Coosawattee River
031501020402,Flat Creek-Coosawattee River
031501020403,Tails Creek
031501020404,Coosawattee River-Carters Lake
031501020501,Fausett Creek
031501020502,Hobson Creek-Talking Rock Creek
031501020503,Town Creek
031501020504,Talona Creek
031501020505,Little Scarecorn Creek
031501020506,Upper Scarecorn Creek
031501020507,Lower Scarecorn Creek
031501020508,Reregulation Reservoir
031501020601,Sugar Hill Creek-Pine Log Creek
031501020602,Little Pine Log Creek
031501020603,Ballard Creek-Cedar Creek
031501020604,Calico Valley-Pine Log Creek
031501020605,Spring Creek
031501020606,Jacks Creek
031501020701,Little Creek-Salacoa Creek
031501020702,Ninetynine Branch-Salacoa Creek
031501020703,Pinhook Creek
031501020704,Marlow Branch-Salacoa Creek
031501020705,Lick Creek-Salacoa Creek
031501020801,Sugar Creek
031501020802,Willbanks Branch-Coosawattee River
031501020803,Noblet Creek
031501020804,Little Dry Creek-Dry Creek
031501020805,Town of Audubon-Coosawattee River
031501020806,Vanns Creek
031501020807,Crane Eater Creek-Coosawattee River
031501030101,Upper Oothkalooga Creek
031501030102,Middle Oothkalooga Creek
031501030103,Lower Oothkalooga Creek
031501030201,Camp Creek
031501030202,Town Creek-Oostanaula River
031501030203,Snake Creek-Oostanaula River
031501030204,Bow Creek-Oostanaula River
031501030205,Robbins Creek-Oostanaula River
031501030301,Pocket Creek-Johns Creek
031501030302,Everett Springs-Johns Creek
031501030303,Rocky Creek-Johns Creek
031501030401,Upper Little Armuchee Creek
031501030402,Storey Mill Creek
031501030403,Heath Creek
031501030404,Lower Little Armuchee Creek
031501030501,Upper West Armuchee Creek
031501030502,Lower West Armuchee Creek
031501030503,Upper East Armuchee Creek
031501030504,Lower East Armuchee Creek
031501030505,Haywood Valley-Armuchee Creek
031501030506,Lavender Creek
031501030507,McGrady Bend-Armuchee Creek
031501030601,Lovejoy Creek-Oostanaula River
031501030602,Woodward Creek
031501030603,Dozier Creek-Oostanaula River
031501030604,Little Dry Creek-Oostanaula River
031501040101,Headwaters Etowah River
031501040102,Jones Creek
031501040103,Nimblewill Creek
031501040104,Hurricane Creek-Etowah River
031501040105,Palmer Creek-Etowah River
031501040106,Shoal Creek
031501040107,Black Mill Creek-Etowah River
031501040201,Upper Amicalola Creek
031501040202,Little Amicalola Creek
031501040203,Cochrans Creek
031501040204,Lower Amicalola Creek
031501040301,Yellow Creek
031501040302,Brewton Creek
031501040303,Yellow Creek-Etowah River
031501040304,Upper Settingdown Creek
031501040305,Lower Settingdown Creek
031501040306,Board Tree Creek-Etowah River
031501040401,Hinton Creek-Long Swamp Creek
031501040402,Cox Creek-Long Swamp Creek
031501040403,East Branch Long Swamp Creek
031501040404,Fourmile Creek-Long Swamp Creek
031501040501,Town Creek
031501040502,Upper Sharp Mountain Creek
031501040503,Rock Creek
031501040504,Soap Creek
031501040505,Middle Sharp Mountain Creek
031501040506,Lower Sharp Mountain Creek
031501040601,Smithwick Creek-Etowah River
031501040602,Riggin Creek-Etowah River
031501040603,Hickory Log Creek
031501040604,Canton Creek
031501040605,Jug Creek-Etowah River
031501040701,Upper Shoal Creek
031501040702,McCanless Creek
031501040703,Lake Arrowhead
031501040704,Lower Shoal Creek
031501040801,Town of Birmingham-Little River
031501040802,Chicken Creek
031501040803,Copper Sandy Creek
031501040804,Rocky Creek-Little River
031501040805,Avery Creek-Mill Creek
031501040806,Rubes Creek
031501040807,Upper Noonday Creek
031501040808,Lower Noonday Creek
031501040809,Little River-Lake Allatoona
031501040901,Little Alatoona Creek
031501040902,Butler Creek
031501040903,Clark Creek
031501040904,Allatoona Creek-Lake Allatoona
031501041001,Etowah River-Lake Allatoona
031501041002,Stamp Creek
031501041003,McKaskey Creek
031501041004,Lake Allatoona
031501041101,Little Pumpkinvine Creek-Pumpkinvine Creek
031501041102,Lane Creek-Pumpkinvine Creek
031501041103,Lawrence Creek-Pumpkinvine Creek
031501041104,Possum Creek
031501041105,Westbrook Creek-Pumpkinvine Creek
031501041201,Upper Racoon Creek
031501041202,Middle Racoon Creek
031501041203,Lower Racoon Creek
031501041301,Ward Creek-Etowah River
031501041302,Nancy Creek
031501041303,Pettit Creek
031501041304,Richland Creek-Etowah River
031501041401,Headwaters Euharlee Creek
031501041402,Simpson Creek
031501041403,Fish Creek
031501041404,Upper Euharlee Creek
031501041405,Middle Euharlee Creek
031501041406,Hills Creek
031501041407,Lower Euharlee Creek
031501041501,Stiles Creek-Etowah River
031501041502,Upper Two Run Creek
031501041503,Mud Creek-Clear Creek
031501041504,Lower Two Run Creek
031501041505,Connesena Creek
031501041506,Macedonia Slough-Etowah River
031501041601,Toms Creek
031501041602,Howell Lake-Etowah River
031501041603,Spring Creek
031501041604,Dykes Creek
031501041605,Silver Creek
031501041606,City of Rome-Etowah River
031501050101,Pumpkin Pile Creek-McCurry Creek
031501050102,Upper Cedar Creek
031501050103,Dry Creek
031501050104,Lake Creek
031501050105,Lower Cedar Creek
031501050106,Little Cedar Creek
031501050107,Big Cedar Creek
031501050201,Webb Creek-Coosa River
031501050202,Beech Creek
031501050203,Cabin Creek
031501050204,Kings Creek
031501050205,Morton Bend
031501050206,Ballplay Creek-Coosa River
031501050301,Forney Branch-Spring Creek
031501050302,Locust Branch-Sandy Creek
031501050401,Town Creek-Chattooga River
031501050402,Duck Creek
031501050403,Harrisburg Creek-Chattooga River
031501050404,Teloga Creek
031501050405,Dry Valley-Chattooga River
031501050406,Upper Cane Creek
031501050407,Lower Cane Creek
031501050408,Chappel Creek-Chattooga River
031501050501,Alpine Creek-Mills Creek
031501050502,Panther Creek-Mills Creek
031501050601,Raccoon Creek
031501050602,Town Branch-Chattooga River
031501050603,Taliaferro Creek
031501050604,Hinton Creek-Chattooga River
031501050701,East Fork Little River
031501050702,Middle Fork Little River
031501050703,East Fork West Fork Little River-West Fork Little River
031501050704,Straight Creek-West Fork Little River
031501050705,Gilbert Branch-Laurel Creek
031501050903,Mountain Creek-Terrapin Creek
031501050904,Little Terrapin Creek
